"Name","Description","Short description","Regular price","Images","Meta:asin","Category"
"Air Fryer 5QT Capacity Air Crisp Technology Nonstick Basket Grey","Experience the ultimate in healthier frying with the Ninja Air Fryer Pro, utilizing Air Crisp Technology to deliver crispy results with superheated air at temperatures of up to 400F. This 5 QT capacity air fryer allows for cooking up to 4 lbs of fries with minimal oil, making it an ideal solution for those seeking guilt-free indulgence in their favorite foods. With the versatility of four built-in cooking functions - Air Fry, Roast, Reheat, and Dehydrate - the possibilities for creating a wide range of dishes are vast, from satisfying snacks to hearty meals. The nonstick basket and crisper plate ensure effortless food release and easy cleanup, providing a hassle-free cooking experience that lets you focus on exploring new recipes and flavors."," AIR CRISP TECHNOLOGY: 400℉ superheated air surrounds food for hot, crispy results with little to no oil.
 LARGE CAPACITY: The 5-QT nonstick basket and crisper plate fit up to 4 lbs of French fries or 5 lbs of chicken wings.
 4-in-1 FUNCTIONALITY: Air Fry, Roast, Reheat, and Dehydrate.
 GUILT-FREE FRIED FOODS: Up to 75% less fat than traditional air frying methods. Tested against hand-cut, deep-fried French fries.
 FROZEN TO CRISPY: Cook frozen foods in just minutes for an extra-crispy finish.
 SPACE SAVER: Ninja’s latest air fryer design allows you to save even more space on your countertop without compromising capacity.
 EASY TO CLEAN: The basket and crisper plate are both nonstick for easy cleaning.
 WHAT’S INCLUDED: Air Fryer, 5-QT nonstick basket and crisper plate.",84.95,"https://m.media-amazon.com/images/I/71QwoGmcfUL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71Q6tn4z2KL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81QajOlVmvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81zS44I2GWL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81lQgk2DUFL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71xd475WpRL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71VGBzgBLsL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91Zpg+gEw8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71y4HMkXOmL._AC_SL1500_.jpg","B0D6XGQDG6","air-fryer-brands"
"Dual Air Fryer Oven with 2 Baskets and 6 Cooking Functions","Experience the ultimate in culinary convenience with the Oster Flex Air Fryer Oven, designed to revolutionize family-size meal preparation with its multifaceted cooking capabilities, allowing you to air fry, bake, grill, reheat, roast, and turbo crisp with unparalleled ease. This innovative kitchen essential boasts dual 5.5-quart zones that function like two mini ovens, enabling simultaneous cooking of multiple dishes at the same temperature, or utilizing the Match and Sync Function to cook two distinct foods in different ways, ensuring both are ready at the same time. The addition of a glass window provides real-time monitoring of your dishes as they cook, while the modular design features a removable partition, transforming the dual air fryer ovens into a spacious 11-quart single oven, ideal for roasting a whole chicken. Accompanied by 8 dishwasher-safe accessories, including baskets, mesh trays, crumb trays, a large roasting tray, and a basket handle, this air fryer oven streamlines meal prep and cleanup, with an integrated storage drawer keeping all accessories neatly organized, empowering you to effortlessly create a wide range of delectable dishes, from appetizers and side dishes to main courses and decadent desserts."," Match and Sync Functions: Two temperature independent 5.5-qt. (5.5 L) zones function like two mini ovens. Cook food in both zones at the same time and temperature; or cook two foods two ways, with both finishing at the same time
 Modular Design for Convertible Cooking: Removable partition converts the dual air fryer ovens into a single 11-qt. (11 L) oven roomy enough to fit an entire chicken
 6 Cook Functions: Air fry, turbo crisp, roast, grill, bake, and reheat with one versatile kitchen appliance
 8 Dishwasher-Safe Accessories: Includes 2 baskets, 2 mesh trays, 2 crumb trays, a large roasting tray, and a basket handle
 Integrated Storage Drawer: Keeps accessories together and organized",277.45,"https://m.media-amazon.com/images/I/71otQISFqcL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/8198l-uq31L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/812PIqk3h-L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81d9C-z5UJL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81ZqLKaY-jL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81MrliWYSvL._AC_SL1500_.jpg","B0D1LRQGDT","air-fryer-brands"
"Ninja Foodi 10-in-1 XL Air Fryer Oven Toaster Convection Bake Broil Silver","Experience the ultimate in cooking convenience with the Ninja Foodi Smart XL Air Oven, a revolutionary extra-large toaster oven and air fry oven that harnesses the power of True Surround Convection to deliver up to 10 times the convection power of traditional convection ovens, allowing for rapid cooking of family meals on two levels without the need for rotation. The innovative Smart Cook System ensures perfectly cooked meals every time, automatically monitoring the internal doneness of your food to prevent undercooking or overcooking, guaranteeing delicious results with minimal effort."," TRUE SURROUND CONVECTION: Up to 10X the convection power vs. a traditional full-size convection oven for faster, crispier, and juicy results.
 10 VERSATILE FUNCTIONS: Air Fry, Air Roast, Bake, Whole Roast, Broil, Toast, Bagel, Dehydrate, Reheat, and Pizza, all in one powerful 1800-watt appliance.
 SMART COOK SYSTEM: Achieve the perfect doneness from rare to well done at the touch of a button with the integrated Foodi Smart Thermometer - no guesswork required.
 QUICK FAMILY MEALS: 90-second oven preheat time and up to 30% faster cooking than a traditional full-size convection oven.
 EXTRA LARGE CAPACITY: 2-level even cooking, no rotating required—fit a 5-lb chicken and a sheet pan of vegetables, 2 12-in pizzas, or a 12-lb turkey. Make 2 sheet pan meals at once for entertaining or weekly meal prep.
 AIR FRYER HEALTHY MEALS & CRISPIER RESULTS: Up to 75% less fat when using the Air Fry function vs. traditional deep frying (tested against hand-cut, deep-fried French fries). Up to 30% crispier results vs. a traditional convection oven.
 DIGITAL DISPLAY HANDLE: The optimal oven rack positions will illuminate based on the selected function. When the door is open, display settings freeze to prevent any accidental changes to the cook cycle.
PERFECT COUNTERTOP OVEN FOR BAKING: Up to 50% more even baking results vs. a leading countertop oven.
EASY MEALS FOR LARGE GROUPS: Make 2 sheet pan meals at once for entertaining or weekly meal prep.
WHAT'S INCLUDED: Digital Air Fry Oven, (2) sheet pans, (2) wire racks, Air fry basket, Roast Tray, Crumb Tray, Foodi Smart Thermometer & 15 Recipe Guide. Cord length (in.): 36",279.99,"https://m.media-amazon.com/images/I/81wjvlr3a1L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81HXBtdPRdL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81duaWG3j+L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Lyt5YPlsL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81iY26XdYwL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81wie-UxCfL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/915AcK1-vvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81x-suKM-aL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91cyFVmQcjL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81n1DIa7EiL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91CcIOMX4nL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81vJLFybzdL._AC_SL1500_.jpg","B08BXXQ37X","air-fryer-brands"
"Ninja Foodi 11-in-1 Air Fryer Pressure Cooker 6.5qt Combo","Experience the ultimate in cooking versatility with the Ninja FD302 Foodi 11-in-1 Pro 6.5 qt. Pressure Cooker and air fryer, perfect for large groups and families, offering a range of cooking functions including pressure cooking, air frying, steaming, slow cooking, searing, sautéing, dehydrating, and more. The innovative TenderCrisp Technology combines pressure cooking and air frying in one nonstick pot, locking in juices quickly and finishing with a golden, crispy texture, while the 6.5-quart cooking pot can accommodate up to a 5-lb. chicken or a 6-lb. roast. With the 4.6-quart Cook & Crisp Plate, enjoy a large air frying capacity, making up to 3 lbs. of hand-cut French fries with up to 75% less fat than traditional frying methods, and utilize the stainless-steel nesting broil rack for added cooking capacity. Featuring 11 programmable cooking functions, including Pressure Cook, Air Fry/Air Crisp, Steam, Slow Cook, Yogurt, Sear/Sauté, Bake/Roast, Broil, Dehydrate, Sous Vide, and Keep Warm, this air fryer with racks is designed to meet all your cooking needs, from everyday meals to family gatherings, and effortlessly transitions from pressure cooking to air frying, making it a must-have in any kitchen."," TENDERCRISP TECHNOLOGY: These Ninja air fryers combine the best of pressure cooking and air frying to quickly lock in juices and give your meals a golden, crispy finish — all in one pressure cooker air fryer combo.
 COOK FOR LARGE GROUPS: The Ninja pressure cooker and air fryer 6.5 qt nonstick cooking pot fits up to a 5-lb. chicken or a 6-lb. roast for creating meals for large groups.
 LARGE AIR FRYING CAPACITY: Use the 4.6 qt Cook & Crisp Plate in this large air fryer to make up to 3 lbs. of hand-cut French fries with up to 75% less fat than traditional frying.
 NESTING BROIL RACK: The stainless steel air fryer broil rack provides the ability to steam, broil, add extra capacity to your Ninja Foodi cookers meals, and stores easily inside the pot.
 11-IN-1 VERSATILITY: Utilize 11 programmable cooking functions on this Ninja airfryer to Pressure Cook, Air Fry/Air Crisp, Steam, Slow Cook, Yogurt, Sear/Sauté, Bake/Roast, Broil, Dehydrate, Sous Vide & Keep Warm.",149.99,"https://m.media-amazon.com/images/I/71uVj+gxeDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71P4NrvlNkL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81LZHiM2SaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81+6+73sgxL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81KWwYEAJyL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81QXiG--n-L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71028aXg1aL._AC_SL1500_.jpg","B08YP4NHQM","air-fryer-brands"
"Indoor Electric Grill Air Fryer 6-in-1 Ninja Foodi XL Black","Experience the ultimate in indoor grilling with the Ninja FG551 Foodi Smart XL 6-in-1, a revolutionary kitchen appliance that combines the functions of an indoor grill, air fryer, roaster, baker, broiler, and dehydrator in one sleek and powerful unit. With its advanced smart thermometer, achieve perfect doneness every time, whether you're grilling juicy burgers, air frying crispy fries, or roasting tender chickens. The black and silver finish gives this open box model a sleek and modern look that will complement any kitchen decor, while its 6-in-1 functionality provides endless cooking possibilities, from healthy air fried meals to perfectly broiled steaks and dehydrated snacks, making it an essential addition to any home cook's arsenal."," NINJA FOODI SMART XL GRILL: The Smart XL grill that sears, sizzles, and crisps. Indoor countertop Grill and Air Fryer with the Smart Cook System and Thermometer..Amperage : 15 amps, Cord Length : 91.44 cm.Frequency : 60 Hz
 CYCLONIC GRILLING TECHNOLOGY: Uses 500°F cyclonic air to perfectly cook or char grill your food to your desired doneness on the grill grate for delicious, char grilled marks and flavors.
 SMART COOK SYSTEM plus THERMOMETER: The Foodi Smart Thermometer enable you to achieve the perfect doneness from rare to well with 4 smart protein settings and 9 customizable doneness levels. Do it all at a touch of a button with no more guesswork and no more over or under cooking.
 XL CAPACITY: Grill grate fits up to 6 steaks, up to 24 hot dogs, mains, and sides at the same time, and more.
 6 COOKING FUNCTIONS: Grill, Air Crisp, Roast, Bake, Broil and Dehydrate functions enabled by the wide temperature range.
 UP TO 75% LESS FAT: Air fry crisp with up to 75% less fat than deep frying (tested against hand cut, deep fried French fries), using the included 4 qt crisper basket.
 SMOKE CONTROL SYSTEM: the combination of our chef recommended grilling practices, a temperature controlled grill grate, splatter shield, and cool air zone reduces smoke, keeping it out of the kitchen.
FORGET ABOUT DEFROSTING: Transform foods from frozen to perfectly char grilled in under 25 minutes.
DUAL SENSOR FOODI SMART THERMOMETER: Continuously monitors temperature in two places for even more accurate results.
WHAT’S INCLUDED: Ninja Smart XL Grill, 9"" x 12"" Grill Grate, 4 qt. Crisper Basket, 4 qt. Cooking Pot, Foodi Smart Thermometer, Cleaning Brush and Chef Created 15 Recipe Book.",229.99,"https://m.media-amazon.com/images/I/71hni9WK55L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/711HPmsLy0L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81yJYc62uZL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91GADRmPcrL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81k9Xstz9PL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Y6uVcW8zL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/811e6gL0aQL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91pCXGl5pzL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81fUPHPFEHL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81SEhdFj-dL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61JvAjRHZPL._AC_SL1200_.jpg,https://m.media-amazon.com/images/I/71ld9PKK7xL._AC_SL1200_.jpg,https://m.media-amazon.com/images/I/8153NCQA68L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81AqHul3X9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71GbkmR8yOL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81lJWWS66wL._AC_SL1500_.jpg","B089TQ82WT","air-fryer-brands"
"Ninja Foodi 10Qt 6-in-1 Air Fryer Oven DualZone XL Grey","Experience the benefits of a like-new product at a fraction of the cost with this professionally inspected and tested pre-owned or refurbished item, available through Amazon Renewed, the trusted destination for certified refurbished products. Each product undergoes a rigorous inspection and testing process by Amazon-qualified suppliers to ensure it functions and appears like new, providing peace of mind with every purchase. Whether a customer returns a new product or trades it in for an upgrade, Amazon Renewed puts it through a thorough evaluation to guarantee its quality, and if for any reason you're not satisfied, you're protected by the Amazon Renewed Guarantee, which offers replacement or refund options, giving you confidence in your purchase."," 2 FOODS, 2 WAYS, AT THE SAME TIME: Eliminating back-to-back cooking like a traditional single-basket air fryer with 2 independent XL air fryer baskets. SMART COOK SYSTEM: Achieve the perfect doneness, from rare to well-done, at the touch of a button with the integrated Foodi Smart Thermometer—no guesswork required.
 DUALZONE TECHNOLOGY: The Smart Finish feature, unlocks cooking 2 foods 2 ways that finish at the same time, or the Match Cook feature, easily copies settings across zones for full 10-qt. capacity 6 VERSATILE COOKING PROGRAMS: Air Fry, Air Broil, Roast, Bake, Reheat, and Dehydrate.
 IQ BOOST: Optimally distributes power across each basket to cook a 6-lb. whole chicken and side as quickly as possible when Match Cook or Smart Finish is not selected. XL 10-QT. CAPACITY AND 2 BASKETS: Cook a main and a side at the same time for quick, large family meals, or cook up to 8 -lbs. of chicken wings with ease.
 2 INDEPENDENT 5-QT. XL ZONES: They have their own cooking baskets, cyclonic fans, and rapid heaters. FASTER COOKING: Cooks two 6-lb. chickens up to 30% faster than a traditional oven. Frozen-to-crispy meals in 30 minutes. Wide temperature range, from: 105°F–450°F. EASY TO CLEAN: Includes nonstick cooking baskets and dishwasher-safe crisper plates.
 WHAT'S INCLUDED: Ninja Foodi Dual Zone Air Fryer, Foodi Smart Thermometer, (2) 5 Quart Baskets, (2) Nonstick Crisper Plates.",178.95,"https://m.media-amazon.com/images/I/71rqZuUUDrL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81aNtS45atL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81y6U-d2xsL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81O3ndREdrL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81J7a+gcCcL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71noF1zaA5L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81iFwfVsciL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81IhSiMNcML._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81WyT5yFGGL._AC_SL1500_.jpg","B0BCH475T7","air-fryer-brands"
"Ninja 12-in-1 Double Oven Air Fryer Toaster Convection Oven Stainless Steel","Experience the ultimate in cooking flexibility with the Ninja Double Oven, a revolutionary countertop oven that combines the power of two ovens in one compact space, perfect for home cooks and busy families seeking to elevate their meal prep and cooking experience. With its innovative FlexDoor design, this dual oven allows for simultaneous cooking of two meals at different temperatures and cooking times, making it ideal for cooking a variety of dishes, from quick snacks and sides to larger roasts and air fried meals. The Top Rapid Oven is perfect for speedy meals, such as sheet pan dinners and snacks, while the Bottom Convection & Air Fry Oven is designed for larger, more complex dishes, including up to 6 lbs of crispy air fried wings. For added convenience, Smart Finish technology enables synchronization of both ovens to cook a full course meal that finishes at the same time, streamlining dinner preparation and reducing cooking time by up to 65% compared to traditional ovens. Additionally, FlavorSeal technology prevents flavor crossover between the two oven cavities, ensuring that each dish retains its unique taste and aroma. With 12 cooking functions at your disposal, including convection baking, air frying, and roasting, this countertop dual oven offers unparalleled versatility and convenience, making it an essential addition to any kitchen."," FLEXDOOR: Creates two separate ovens. Access just the top for quick meals and snacks, or open the full door so you can cook 2 meals, 2 ways on the top and bottom.
 FLAVORSEAL TECHNOLOGY: Two separate ovens prevents smells from crossing between ovens, so your flavors stay separate.
 SMART FINISH TECHNOLOGY: Sync both independent ovens to cook 2 meals, 2 different ways that finish at the same time.
 FASTER MEAL-MAKING: Spend less time cooking and more time with family. Eliminate back-to-back cooking for 65% faster meal-making than your traditional oven.
 12 COOKING FUNCTIONS: Bake, broil, reheat, keep warm, bagel, and toast in the Top Rapid Oven. Air fry, convection bake, pizza, air roast, whole roast, and dehydrate in the Bottom Convection & Air Fry Oven.
 FAMILY SIZED CAPACITY: Ninja’s Double Oven fits 6 lbs of wings and a 12 in pizza at the same time to feed up to 8 people.
 EASY FAMILY DINNERS: Two independent ovens let you cook a meal for the kids and a separate meal for the parents at the same time.
 WHAT'S INCLUDED: Countertop oven, 2 sheet pans, 2 wire racks, air fry basket, removable crumb tray, and chef-created recipe book with 15 recipes and cooking charts.",249.99,"https://m.media-amazon.com/images/I/51tgNgxaMjL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/81PEiqBTLEL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81VyCggY5QL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81GQEh9yLfL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61gHC4KfwCL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/61mSXEU0NdL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/81imjlqsXwL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91Qph9XxUaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61WMOOhyhrL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/71UYJk09NvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71Ey4NwgGbL._AC_SL1500_.jpg","B0BRQS5BH6","air-fryer-brands"
"6-in-1 Air Fryer 8 Quart DualZone 2-Basket Ninja Foodi Grey","Experience the ultimate in cooking versatility with the Ninja Foodi dual zone air fryer, featuring two independent 4-quart baskets that allow you to cook a variety of dishes simultaneously at different temperatures and times, with a range of functions including air frying, roasting, broiling, and dehydrating, making it perfect for health-conscious home cooks and busy families looking for a convenient and efficient way to prepare delicious meals."," Wattage : 1690.0 watts
 Capacity : 8.0 quarts
 Item weight : 18.0 pounds
 Material : Stainless Steel
 Special feature : Programmable",138.95,"https://m.media-amazon.com/images/I/61FSoz50heL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/21zcrec0sUL._AC_.jpg,https://m.media-amazon.com/images/I/71w-HQwIB-L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71ccLVOln2L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71gayp7OP9L._AC_SL1500_.jpg","B0CNJHRK3C","air-fryer-brands"
"Ninja 14-in-1 Multicooker Air Fryer Oven Stainless Steel SFP701","Experience the ultimate in cooking convenience with the Ninja Combi, a versatile multicooker, oven, and air fryer that expertly prepares complete meals for your entire family in just 15 minutes, making it an essential kitchen appliance for home cooks and busy families. Featuring 14 intuitive functions and 3 included accessories, this innovative cooker simplifies meal prep and reduces cooking time, allowing you to effortlessly create a variety of dishes, from tasty pasta dinners to flavorful taco spreads, all in one compact appliance. The Ninja Combi's revolutionary technology combines HyperSteam and Air Fry capabilities, ensuring every ingredient is cooked to perfection - juicy on the inside and crispy on the outside - for a truly satisfying culinary experience. With its advanced cooking capabilities and ease of use, the Ninja Combi is the perfect solution for those seeking a hassle-free cooking experience, making it an ideal addition to any kitchen."," 14-in-1 VERSATILITY: Combi Meals, Combi Crisp, Combi Bake, Rice/Pasta, Sear/Sauté, Steam, Bake, Toast, Pizza, Slow Cook, Proof, Sous Vide, Air Fry, Broil.
 COMPLETE MEALS THAT COOK IN 15 MINS: Cook your proteins, veggies, and pasta or grains all at the same time and make a meal 50% faster than in a wall oven.
 ONE STOP SHOP IN YOUR KITCHEN: With its all-in-one functionality and included accessories, the Ninja Combi is the only appliance you will ever need—no more cluttered countertops and endless piles of dishes to clean afterward.
 EASY CLEANUP: The Combi Cooker Pan doubles as a serving dish and all accessories are dishwasher safe to make cleanup a breeze.
 NINJA COMBI COOKER TECHNOLOGY: HyperSteam and Air Fry combine to create juicy insides and deliciously crispy outsides all at once; super-heated steam evenly cooks and locks in juices while rapid cyclonic air crisps food to perfection.
 FROZEN TO TABLE IN UNDER 30 MINUTES: No need to defrost—super-heated steam will quickly thaw frozen ingredients and cook them to a safe temperature in under 30 minutes.
 FAMILY-SIZED CAPACITY: Perfect for large families or entertaining—feeds up to 8 people and fits 1.5 boxes (24 oz) of pasta, 4 cups of dry rice, a 6-lb roast chicken, 2 lbs of fries, a 10-inch pizza, or a 5-lb top round roast.
 WHAT’S INCLUDED: A countertop multicooker, Combi Cooker Pan, bake tray, crisper tray, and recipe book with 20 chef-created recipes and cooking charts.",195.95,"https://m.media-amazon.com/images/I/81Rc-+bdezL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91I+kaI5WzL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81sP3NnHmzL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81mTPhsFjHL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91LkRimPabL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81jc15i4u1L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/812xB7ck17L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81C1Mw1c8UL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91BH+dQZG3L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/910CqV6fWZL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71eTNVczvML._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81tiO2wWmQL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Lj5iEqJKL._AC_SL1500_.jpg","B0C8WN349L","air-fryer-brands"
"Air Fryer 6.5QT XL 6-in-1 Digital Ninja Air Fryer Oven","Experience the ultimate in crispy cooking with the Ninja Air Fryer Pro XL, which utilizes MaxCrisp Technology to deliver superheated air for hotter, crisper results with temperatures reaching up to 450F. This air fryer allows for a generous 6.5 QT capacity, perfect for cooking up to 9 lbs of wings and other favorite foods with minimal oil, making for a guilt-free snacking experience. Featuring six versatile cooking functions, including Max Crisp, Air Fry, Roast, Bake, Reheat, and Dehydrate, you can effortlessly prepare a wide range of dishes, from crispy snacks to satisfying meals. The nonstick and dishwasher-safe crisper plate and basket ensure a hassle-free cleanup process, making this air fryer a practical and indispensable addition to any kitchen."," MAX CRISP TECHNOLOGY: 450℉ superheated air surrounds food for hotter, crispy results with little to no oil.
 GUILT-FREE FRIED FOODS: Up to 75% less fat than traditional air frying methods. Tested against hand-cut, deep-fried French fries.
 XL CAPACITY: The 6.5-QT nonstick basket and crisper plate fit up to 5 lbs of French fries or 9 lbs of chicken wings.
 FROFROZEN TO CRISPY: Cook frozen foods hotter and in just minutes for an extra-crispy finish.
 6-in-1 FUNCTIONALITY: Max Crisp, Air Fry, Air Roast, Bake, Reheat, and Dehydrate.
 SPACE SAVER: Ninja’s latest air fryer design allows you to save even more space on your countertop without compromising capacity.
 EASY TO CLEAN: The basket and crisper plate are both nonstick and dishwasher safe for easy cleaning.
 WHAT’S INCLUDED: Air Fryer, 6.5-QT nonstick basket and crisper plate.",99.95,"https://m.media-amazon.com/images/I/719F0KSYZqL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71+0AaFMSaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81KchiDj7KL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91c2i1RyPhL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81WjyMcnTGL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81tvJ5jWipL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71ysuyhbVRL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91nlUQZFTML._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81FiIJS47IL._AC_SL1500_.jpg","B0DLDJ26QC","air-fryer-brands"
"Name","Description","Short description","Regular price","Images","Meta:asin","Category"
"Large Air Fryer Oven Combo 10-in-1 Stainless Steel Countertop","Experience the ultimate in kitchen versatility with the Midea Flexify French Door Air Fryer Oven, a 'Best of KBIS' winner in 2024, offering a perfect blend of style and functionality to elevate your culinary game. With its powerful Air Cyclone technology, this air fryer oven quickly heats up, eliminating the need for preheating when using the air fry function, allowing you to achieve crispy, healthy results with minimal effort. Whether you're cooking breakfast for the family or preparing for a large gathering, this oven's professional air-frying capabilities and versatile cooking modes make it the perfect solution for all your culinary needs. The oven's advanced features, including the ability to pause and change programs mid-cycle, provide unparalleled control and flexibility. To get the most out of your oven, use the included accessories, such as the crumb tray, air fry basket, baking rack, and baking tray, to achieve optimal cooking results. For effortless cleaning, simply power off and cool down the oven, remove the crumb tray, and wipe down the interior and exterior with a soft cloth and warm water. With its sleek design, advanced features, and easy cleaning, the Midea Flexify French Door Air Fryer Oven is the perfect addition to any kitchen, providing a convenient and healthy way to cook a wide range of dishes, from air-fried favorites to perfectly baked goods, all while ensuring a safe cooking experience with its temperature warning feature."," Cyclone Air Fryer: Enjoy 25% faster cooking and 90% less oil compared to traditional fryers, . This all-in-one combo features VDE-certified heat evenness with one convection fan and six heat tubes, allowing it to heat up quickly and eliminate the need for preheating when using the air fry function.
 Versatile 10 Functions: Air Fry, Roast, Bake, Broil, Toast, Pizza, Reheat, Slow Cook, Dehydrate, and Warm. Prepare your family meal in a more flexible way.
 Large Capacity: 26.4 QT French door air fryer toaster oven combo, perfectly fits one 12-inch pizza, up to 6 slices of toast, or 14 juicy chicken wings, making it an ideal addition to your kitchen.
 Precise Temperature and Time Control: 5-degree Fahrenheit increments for temperature adjustment and one-minute increments for time, with a wide range from 100° to 450°F.
 Elegant design: Stylish anti-scald double French doors and large LED digital display adds aesthetic to your cooking space. Includes a crumb tray, air fry basket, baking rack, and baking tray for your cooking and baking needs.",149.45,"https://m.media-amazon.com/images/I/71qgUE3MNVL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/8197WlYpMFL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81PgKiYm6aL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71TkmiFBydL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81cpmneUQaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Ko7DtbUNL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81RYLsR6IQL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81yqUVwJFdL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81us+Mm6iZL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Edpnub2AL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/717IPcNbbvL._AC_SL1500_.jpg","B0D1BGLW25","air-fryer-brands"
